"mora","atraso","vivienda","edad","dias_lab","exp_sf","nivel_ahorro","ingreso","linea_sf","deuda_sf","zona","clasif_sbs","nivel_educ"
"1","0","FAMILIAR","38","7278","16","12","3000","28414.81","3463.99","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","35","3405","21","10","2550","6902.67","0","Lima","2","UNIVERSITARIA"
"1","0","FAMILIAR","44","5939","23","12","1200","1696.19","555.02","La Libertad","0","UNIVERSITARIA"
"1","54","FAMILIAR","35","5482","49","12","800","","0","Lima","1","TECNICA"
"1","0","FAMILIAR","40","5240","97","12","2800","7014.43","7090.12","Junin","0","UNIVERSITARIA"
"1","5","FAMILIAR","54","10049","107","12","15000","121543.4","9280.66","Lima","3","UNIVERSITARIA"
"1","0","FAMILIAR","29","4143","16","0","3500","8995.6","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","33","6487","36","12","6495","2003.41","10078.41","Cajamarca","1","UNIVERSITARIA"
"1","8","FAMILIAR","45","3899","43","12","15000","25210.11","7136.73","Lima","1","UNIVERSITARIA"
"1","3","PROPIA","38","4843","34","12","2100","14750","45009.24","Lima","3","UNIVERSITARIA"
"1","0","PROPIA","42","7005","61","1","24037.25","121543.4","57094.38","Lima","1","UNIVERSITARIA"
"1","23","FAMILIAR","35","3991","111","12","12699","17600","57094.38","Lima","0","UNIVERSITARIA"
"1","57","PROPIA","45","8557","61","12","1832","26854","2887.25","Lima","0","UNIVERSITARIA"
"1","3","ALQUILADA","43","10169","","12","3100","","9906.08","Moquegua","0","TECNICA"
"1","3","FAMILIAR","42","6821","53","12","7470","20190.14","57094.38","Lima","1","UNIVERSITARIA"
"1","3","FAMILIAR","42","6821","53","12","7470","20190.14","57094.38","Lima","1","UNIVERSITARIA"
"1","5","FAMILIAR","34","3748","","12","3059.53","17510","29828.54","Piura","0","UNIVERSITARIA"
"1","0","PROPIA","27","5817","38","12","5600","24058.91","12280.95","Cuzco","1","UNIVERSITARIA"
"1","14","PROPIA","40","4904","19","12","14000","38575","57094.38","Lima","1","UNIVERSITARIA"
"1","1","FAMILIAR","37","5257","","12","623.94","1250","3150.9","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","62","8647","87","12","15000","53024.45","2210.84","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","62","8647","87","12","15000","53024.45","2210.84","Lima","0","UNIVERSITARIA"
"1","25","FAMILIAR","40","5694","15","12","1000","222.68","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","29","8070","82","12","2331","6866.66","1104.53","Lima","2","UNIVERSITARIA"
"1","0","FAMILIAR","32","5635","89","12","5498","29070","5459.54","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","30","6059","37","12","2000","","735.32","Lima","0","TECNICA"
"1","0","FAMILIAR","31","6090","","12","4800","4400.23","0","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","39","8050","16","12","1332.54","","0","Ica","0","TECNICA"
"1","0","FAMILIAR","27","3565","35","12","2641.18","2300","855.47","Lima","3","UNIVERSITARIA"
"1","0","PROPIA","38","6670","89","12","6500","1579.16","0","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","34","4318","24","12","1351.99","3381","3769.03","Ancash","0","TECNICA"
"1","0","FAMILIAR","38","9378","81","12","17500","","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","38","3595","51","12","1500","32856.73","3042.31","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","38","4598","35","12","6500","44600","37123.18","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","34","4690","","12","8945","1273.52","0","Lima","1","UNIVERSITARIA"
"1","1","FAMILIAR","46","4144","","12","3500","300","9984.53","Piura","0","UNIVERSITARIA"
"1","20","FAMILIAR","44","6365","40","12","8000","2734.16","1891.76","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","42","7826","","12","8000","","13260.32","Lima","0","UNIVERSITARIA"
"1","2","FAMILIAR","50","6762","","12","2100","","0","Arequipa","0","UNIVERSITARIA"
"1","0","PROPIA","51","4113","92","12","11375","34511.24","5755.52","Arequipa","0","UNIVERSITARIA"
"1","1","FAMILIAR","34","5817","","12","2003.06","2930","4314.92","Lima","0","UNIVERSITARIA"
"1","2","PROPIA","56","15162","","9","3500","","6731.67","Moquegua","0","UNIVERSITARIA"
"1","0","FAMILIAR","44","9318","79","12","7500","4633.02","0","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","45","6790","82","12","15000","78695.46","13453.88","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","33","5452","61","12","9252","","14767.95","Ica","0","UNIVERSITARIA"
"1","38","FAMILIAR","37","6425","66","12","1800","3794.88","692.91","Lima","2","UNIVERSITARIA"
"1","32","PROPIA","46","11204","","12","2860.12","","0","Arequipa","2","TECNICA"
"1","0","FAMILIAR","48","3991","98","12","13150","47993.03","6125.32","Lima","1","UNIVERSITARIA"
"1","32","FAMILIAR","59","4509","","12","2800","","0","Arequipa","2","UNIVERSITARIA"
"1","0","FAMILIAR","52","7186","91","12","8633","17637.58","57094.38","Lima","1","UNIVERSITARIA"
"1","2","PROPIA","38","3718","70","12","3555","5240","57094.38","Ica","0","UNIVERSITARIA"
"1","0","FAMILIAR","54","6456","90","12","30000","8747.3","246.57","Lima","2","SIN EDUCACION"
"1","0","PROPIA","51","12879","92","12","9600","49170.32","22468.9","Callao","1","UNIVERSITARIA"
"1","3","FAMILIAR","28","6456","","10","5000","","27900.75","La Libertad","0","UNIVERSITARIA"
"1","23","FAMILIAR","30","6456","24","0","870","1975","0","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","39","6000","106","12","4191","27222.81","1451.33","Lima","1","UNIVERSITARIA"
"1","2","FAMILIAR","50","4813","98","12","3040","12026.44","0","Lima","2","UNIVERSITARIA"
"1","2","FAMILIAR","50","4813","98","12","3040","12026.44","0","Lima","2","UNIVERSITARIA"
"1","25","PROPIA","45","12971","105","0","8887.09","60736","3077.68","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","37","7066","77","12","2255","17742.09","31669.32","Ica","1","UNIVERSITARIA"
"1","0","ALQUILADA","37","4843","19","12","15000","28308.59","20003.01","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","25","4052","9","12","1536.73","2080","4453.15","Ancash","0","UNIVERSITARIA"
"1","0","FAMILIAR","29","4386","","12","1667.94","1386","2865.89","Junin","1","TECNICA"
"1","0","FAMILIAR","50","14856","100","0","5650","15689.85","5881.08","Lima","1","UNIVERSITARIA"
"1","4","FAMILIAR","47","7431","102","12","7000","40125.19","21365.99","Lima","1","UNIVERSITARIA"
"1","1","FAMILIAR","45","5209","19","10","3852","12797.77","7472.75","Lima","0","UNIVERSITARIA"
"1","4","FAMILIAR","52","14999","","12","3000","","0","Lima","0","TECNICA"
"1","0","FAMILIAR","57","13244","","12","5000","9760","0","Lima","1","TECNICA"
"1","0","FAMILIAR","57","13244","","12","5000","9760","0","Lima","1","TECNICA"
"1","14","FAMILIAR","37","9439","","12","1349.75","611.74","2282.72","Lima","1","TECNICA"
"1","2","FAMILIAR","50","6762","","12","2100","","0","Arequipa","0","UNIVERSITARIA"
"1","1","FAMILIAR","24","4021","16","12","2957.82","3787","1733.7","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","31","3868","","12","1200","1450","6873.36","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","35","5026","69","12","1260.64","12074.59","0","Arequipa","1","UNIVERSITARIA"
"1","0","PROPIA","44","4052","65","12","15000","77650","57094.38","Lima","0","UNIVERSITARIA"
"1","0","ALQUILADA","38","4463","18","12","1614.91","","3748.98","Junin","0","TECNICA"
"1","50","FAMILIAR","41","10687","19","12","4000","6500","10914.25","Lima","2","TECNICA"
"1","25","FAMILIAR","30","6182","36","12","2180","4150","1316.09","Lima","2","UNIVERSITARIA"
"1","0","PROPIA","55","4295","87","12","11695","108163.29","10075.74","Lima","0","UNIVERSITARIA"
"1","25","FAMILIAR","30","3897","25","0","600","100","0","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","57","6974","80","12","8200","20399.58","2491.9","Lima","0","UNIVERSITARIA"
"1","16","FAMILIAR","46","7551","2","12","5050","","4451.64","Lima","1","UNIVERSITARIA"
"1","2","ALQUILADA","55","13331","","12","3482.75","","6761.23","Junin","0","UNIVERSITARIA"
"1","0","ALQUILADA","39","6731","99","12","30000","4891.89","4248.52","La Libertad","2","UNIVERSITARIA"
"1","0","FAMILIAR","50","5544","48","12","10500","7205.16","5972.38","Lima","4","UNIVERSITARIA"
"1","0","FAMILIAR","36","9165","1","12","10000","22341.1","533.76","Lima","0","UNIVERSITARIA"
"1","22","PROPIA","51","4570","23","12","15000","85230.97","49838.8","La Libertad","2","UNIVERSITARIA"
"1","0","FAMILIAR","23","4325","","12","947.77","","3816.4","Lima","2","UNIVERSITARIA"
"1","1","ALQUILADA","37","5301","","5","6000","","0","La Libertad","0","UNIVERSITARIA"
"1","2","FAMILIAR","43","4174","65","12","4900","2600","35156.84","Lima","1","UNIVERSITARIA"
"1","16","PROPIA","39","6456","42","12","2500","1000","2342.51","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","40","7886","40","12","5300","4545.43","0","Lima","3","UNIVERSITARIA"
"1","1","FAMILIAR","33","4721","40","12","1369.17","16748.55","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","34","6178","26","12","1580","4015.44","3212.04","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","31","6517","16","12","10000","54760","29552.29","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","38","7186","32","12","15000","2598.08","2569.72","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","56","8039","94","12","5700","5598.43","0","Callao","1","UNIVERSITARIA"
"1","0","FAMILIAR","42","3881","","12","2854.13","400","9203.5","Callao","0","UNIVERSITARIA"
"1","0","FAMILIAR","36","4629","84","12","10000","14754.39","12721.36","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","46","7127","101","12","2581","13855","1813.04","Lambayeque","0","UNIVERSITARIA"
"1","0","FAMILIAR","30","3623","14","10","3277.87","2700","10956.85","Puno","0","UNIVERSITARIA"
"1","0","FAMILIAR","27","3748","28","12","2000","","16875.56","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","24","3899","2","12","1200","2435","3138.64","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","41","11538","92","12","4400","1290.63","518.15","Lima","2","UNIVERSITARIA"
"1","1","PROPIA","54","6059","26","12","2200","960","252.76","Arequipa","0","UNIVERSITARIA"
"1","0","PROPIA","42","10108","","12","967.98","","15000","La Libertad","0","UNIVERSITARIA"
"1","23","PROPIA","47","6304","38","12","4193.44","14825","4403.51","Ica","1","UNIVERSITARIA"
"1","0","FAMILIAR","31","5694","61","11","2100","2325","161.29","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","33","5482","","12","3000","","35.09","Lima","4","UNIVERSITARIA"
"1","0","FAMILIAR","45","7826","","12","2200","7050","2279.05","Lima","0","UNIVERSITARIA"
"1","3","FAMILIAR","37","11569","37","12","4500","4690","689.31","Ancash","2","UNIVERSITARIA"
"1","7","FAMILIAR","31","7917","","12","4000","","0","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","50","5725","31","12","1400","","1918.97","Arequipa","0","TECNICA"
"1","8","FAMILIAR","41","6670","56","12","2600","1700","15545.79","Lima","0","TECNICA"
"1","0","PROPIA","32","3713","","12","6700","","20942.52","La Libertad","0","UNIVERSITARIA"
"1","0","FAMILIAR","32","3503","81","12","4061.58","4100","0","Lima","3","UNIVERSITARIA"
"1","0","PROPIA","38","4697","","12","5000","","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","52","5026","48","12","3750","24948.92","438.6","Lima","1","UNIVERSITARIA"
"1","29","PROPIA","56","16317","","12","1880","","6131.57","Arequipa","0","TECNICA"
"1","0","FAMILIAR","36","3899","","12","9250","3500","44291.59","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","58","9896","79","12","3000","","0","Lima","0","UNIVERSITARIA"
"1","31","PROPIA","53","14856","74","12","7000","18033.2","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","34","3898","4","12","2177.74","500","3477.01","Arequipa","0","TECNICA"
"1","2","FAMILIAR","28","4276","9","12","2354.08","500","3547.11","Arequipa","0","TECNICA"
"1","2","PROPIA","54","13609","","12","4000","","0","Moquegua","0","TECNICA"
"1","0","FAMILIAR","46","7247","","12","1300","3873.25","5494.48","Piura","1","TECNICA"
"1","3","ALQUILADA","39","9073","","12","3000","","0","Tacna","0","UNIVERSITARIA"
"1","0","FAMILIAR","40","3899","40","12","2000","8676.57","65.75","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","33","4690","35","12","5800","4672.02","0","Callao","0","UNIVERSITARIA"
"1","0","PROPIA","43","3718","109","12","3500","48800","17644.27","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","26","3748","","12","1800","500","0.84","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","34","7551","101","12","30000","118500","32849.27","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","31","3840","1","12","1198.8","1450","6814.04","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","40","6790","56","12","30000","35872.97","5721.76","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","53","8831","52","12","6400","45690.4","15803.37","La Libertad","0","UNIVERSITARIA"
"1","0","PROPIA","46","7339","108","12","5500","29433.87","0","Lima","3","UNIVERSITARIA"
"1","0","ALQUILADA","38","6059","44","12","2650","4800","10049.04","Ayacucho","0","UNIVERSITARIA"
"1","0","FAMILIAR","43","11538","114","12","4400","9300","147.95","Lima","1","SIN EDUCACION"
"1","0","FAMILIAR","59","6274","98","12","8200","41372.22","207.49","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","22","4964","11","12","800","4355","57.31","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","48","8009","76","12","5920","11785.27","462.01","Arequipa","0","UNIVERSITARIA"
"1","0","PROPIA","38","4325","56","12","4646","65644.37","8184.54","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","32","3360","19","12","3508.25","9000","24438.84","Arequipa","0","UNIVERSITARIA"
"1","0","FAMILIAR","46","4108","","12","5169.99","11400","11347.31","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","48","8009","75","12","5920","15067.98","462.01","Arequipa","0","UNIVERSITARIA"
"1","0","FAMILIAR","57","3868","","12","1329.35","1000","2963.66","Cuzco","0","UNIVERSITARIA"
"1","0","FAMILIAR","41","3868","80","12","12500","69244.55","902.97","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","47","4751","88","12","9520","13387.77","2643.82","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","45","13548","13","11","3050","13345","3460.23","Lima","2","UNIVERSITARIA"
"1","0","FAMILIAR","45","5544","34","12","16000","1684.77","1988.04","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","32","3718","19","12","3508.25","9000","24438.84","Arequipa","0","UNIVERSITARIA"
"1","0","PROPIA","44","11023","46","12","8000","24004.43","1220.81","Lima","1","UNIVERSITARIA"
"1","4","FAMILIAR","26","4904","58","12","2100","0.06","13904.59","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","40","7185","","12","640.63","","3059.8","Piura","2","TECNICA"
"1","0","FAMILIAR","45","6882","94","12","14500","86472.09","18702.31","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","49","3937","22","12","3904.07","2290","177.15","La Libertad","1","UNIVERSITARIA"
"1","0","PROPIA","57","15587","90","12","5300","59863.12","28231.2","Lima","1","TECNICA"
"1","0","FAMILIAR","57","7339","102","12","4380","5750","1255.51","Lima","2","UNIVERSITARIA"
"1","0","PROPIA","39","6059","38","6","6545","30356.8","0","Lima","0","UNIVERSITARIA"
"1","2","FAMILIAR","31","7155","","12","1047.74","250","5779.85","Lima","0","UNIVERSITARIA"
"1","0","ALQUILADA","48","5360","39","12","20000","","3504.9","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","33","5574","16","12","659.08","1925","7992.67","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","40","8527","43","12","2060","1157.51","756.12","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","38","8435","47","12","5500","18445.29","12430.71","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","28","3748","14","12","10000","3700","88.17","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","38","5360","81","12","8800","3125.8","3424.29","Lima","2","UNIVERSITARIA"
"1","0","FAMILIAR","34","6974","62","6","2200","","111.93","Puno","3","UNIVERSITARIA"
"1","58","FAMILIAR","22","6090","40","12","2100","603.89","0","Lima","2","UNIVERSITARIA"
"1","0","FAMILIAR","34","6243","","12","2200","","0","Ayacucho","0","UNIVERSITARIA"
"1","0","PROPIA","30","5939","93","12","4000","1603.16","2825.42","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","45","8981","64","12","2460","13820","9212.25","Lima","0","SECUNDARIA"
"1","0","PROPIA","57","9378","90","12","8018","57872.2","29037.67","Cuzco","1","UNIVERSITARIA"
"1","0","PROPIA","64","5240","100","12","28500","121543.4","22081.49","Lima","2","UNIVERSITARIA"
"1","0","PROPIA","38","6578","92","12","14005","69228.22","23086.9","Lima","0","UNIVERSITARIA"
"1","1","FAMILIAR","40","5574","71","12","9736","103078.53","5703.01","Lima","0","UNIVERSITARIA"
"1","0","ALQUILADA","49","6548","73","12","2118","17480","5340.95","Lima","0","TECNICA"
"1","0","PROPIA","49","7886","43","10","2500","1800","0","Callao","1","UNIVERSITARIA"
"1","0","FAMILIAR","63","8701","50","12","1012.69","2200","1399.08","Lima","0","UNIVERSITARIA"
"1","24","FAMILIAR","49","4386","115","12","3682.68","6070","2428.01","Arequipa","2","UNIVERSITARIA"
"1","0","FAMILIAR","34","4782","101","12","16000","10990","23289.26","Lima","4","UNIVERSITARIA"
"1","0","PROPIA","48","7431","","12","1400","1000","363.13","Lima","0","TECNICA"
"1","0","PROPIA","48","7431","","12","1400","1000","363.13","Lima","0","TECNICA"
"1","0","PROPIA","43","4365","7","12","2491.91","1755","20474.5","Ica","4","UNIVERSITARIA"
"1","0","PROPIA","38","5148","20","12","8280","55171.45","1626.41","Lima","2","UNIVERSITARIA"
"1","0","FAMILIAR","38","7278","","12","5649","30426.01","14944.09","Lima","0","UNIVERSITARIA"
"1","2","FAMILIAR","32","7886","","12","4000","3318.67","17258.47","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","55","14006","","12","1400","","1701.76","Lima","0","TECNICA"
"1","22","FAMILIAR","42","10687","39","12","3000","6410","39.43","Arequipa","0","TECNICA"
"1","0","PROPIA","41","6882","29","12","5600","70946.8","35397.42","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","29","4144","","12","2300","1300","6427.1","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","59","14401","104","12","3462.64","2450","23890.3","Lima","4","UNIVERSITARIA"
"1","1","PROPIA","57","14012","","12","2634","","0","Pasco","0","SECUNDARIA"
"1","0","FAMILIAR","25","6456","11","12","2100","","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","59","14432","72","12","2700","21228.29","491.35","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","51","7339","69","12","4700","21819.2","729.69","Lima","1","UNIVERSITARIA"
"1","2","ALQUILADA","29","4721","17","12","1241.02","1000","2397.15","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","51","11965","120","12","9000","70154.4","41585.09","Piura","1","UNIVERSITARIA"
"1","0","PROPIA","37","7155","12","12","2200","","6447.96","Apurimac","0","UNIVERSITARIA"
"1","0","FAMILIAR","51","11023","","12","12000","14516","57094.38","Junin","0","UNIVERSITARIA"
"1","0","PROPIA","35","3729","55","12","7054.65","4100","6552.34","Pasco","0","UNIVERSITARIA"
"1","0","PROPIA","53","6578","33","12","11160","7778.01","1649.45","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","39","6609","25","12","1965.29","14900","2626.45","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","36","4052","17","12","3300","32357.6","2826.12","Lima","0","UNIVERSITARIA"
"1","21","FAMILIAR","27","3365","","12","930","3800","2734.84","Arequipa","0","UNIVERSITARIA"
"1","0","FAMILIAR","34","9318","82","12","3084","6524.54","443.93","Lima","2","UNIVERSITARIA"
"1","0","FAMILIAR","41","6027","94","12","7883.35","34740","9213.04","Lima","2","UNIVERSITARIA"
"1","1","PROPIA","40","8678","102","12","17980","78205.45","34018.71","Piura","0","UNIVERSITARIA"
"1","0","FAMILIAR","46","5360","26","12","2000","2400","570.12","Junin","0","UNIVERSITARIA"
"1","0","FAMILIAR","42","9500","54","12","1339.8","600","3953.53","Lima","4","UNIVERSITARIA"
"1","0","PROPIA","34","6090","67","12","5300","17700","3435.19","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","27","4264","41","12","3000","604.97","35860.99","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","56","13792","89","12","5900","38416.99","38642.49","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","37","7735","98","12","4196.4","4628","6499.8","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","55","6083","","12","3244.85","3660","4772.22","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","35","3991","","12","5300","600","0","Lima","3","UNIVERSITARIA"
"1","0","FAMILIAR","32","4083","","12","3800","15052.27","6683.58","Lima","0","UNIVERSITARIA"
"1","17","FAMILIAR","37","6943","96","12","7500","52572.18","5665.81","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","45","8039","93","12","10500","30435.04","2670.33","La Libertad","0","UNIVERSITARIA"
"1","6","PROPIA","42","7492","85","12","29149","106066.89","26854.9","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","39","4448","","12","2070","3300","3968.3","Lima","0","UNIVERSITARIA"
"1","0","ALQUILADA","38","7857","16","12","5897.7","10713.68","1611.09","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","53","3960","106","12","4300","28750","360.15","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","49","15009","","12","4100","1297.41","0","Moquegua","0","UNIVERSITARIA"
"1","0","ALQUILADA","31","7035","","12","10675","4284.06","0","Callao","1","TECNICA"
"1","10","PROPIA","36","7612","103","12","19250","43000","32180.15","La Libertad","1","UNIVERSITARIA"
"1","0","FAMILIAR","43","7917","98","12","8760","6781.81","4235.53","Ancash","1","TECNICA"
"1","0","PROPIA","24","7186","","12","4000","","10440.85","Moquegua","0","TECNICA"
"1","0","PROPIA","36","4448","","12","3000","","0.42","Lima","4","UNIVERSITARIA"
"1","1","FAMILIAR","26","4874","7","12","30000","17438.33","3005.49","La Libertad","2","UNIVERSITARIA"
"1","0","PROPIA","47","10292","57","12","14300","49506.58","20308.96","Ica","1","UNIVERSITARIA"
"1","0","PROPIA","57","7217","115","12","30000","121543.4","57094.38","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","38","4417","27","12","9253","1984.17","2872.04","Arequipa","0","UNIVERSITARIA"
"1","1","PROPIA","51","11479","","12","30000","","0","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","41","5725","92","12","12994","14560.38","3815.88","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","45","4539","111","12","8000","117885.81","15301.72","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","47","11357","","12","4306","","0","Lima","1","UNIVERSITARIA"
"1","0","PROPIA","48","7673","80","12","18000","64186.88","13129.16","Lima","0","UNIVERSITARIA"
"1","19","FAMILIAR","55","15983","","12","2703.18","","0","Junin","1","SECUNDARIA"
"1","0","FAMILIAR","37","5895","68","12","5551.95","3100","3775.01","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","36","4113","64","12","23145","23493.95","57094.38","Lima","3","UNIVERSITARIA"
"1","0","PROPIA","36","4113","64","12","23145","23493.95","57094.38","Lima","3","UNIVERSITARIA"
"1","9","FAMILIAR","59","15771","26","12","3737.54","","449.76","Ancash","0","TECNICA"
"1","0","PROPIA","45","4539","17","12","28000","92466.14","21609.83","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","54","8070","37","12","8634","18521.83","1823.77","Lima","0","SIN EDUCACION"
"1","25","PROPIA","43","10230","33","12","1412.93","3250","3835.1","Lima","0","TECNICA"
"1","2","FAMILIAR","44","11965","","12","3500","","5791.21","Junin","0","UNIVERSITARIA"
"1","2","FAMILIAR","44","11965","","12","3500","","5791.21","Junin","0","UNIVERSITARIA"
"1","0","FAMILIAR","30","4874","89","9","12876","91172.22","57094.38","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","36","6731","105","12","3697","17523","57094.38","Lambayeque","1","UNIVERSITARIA"
"1","0","FAMILIAR","39","7278","48","12","3990","","2177.28","Lima","0","UNIVERSITARIA"
"1","4","FAMILIAR","33","7978","69","12","4800","23247.16","10611.58","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","67","5725","108","12","9000","80550.43","0","Lima","0","UNIVERSITARIA"
"1","8","FAMILIAR","45","8981","87","12","10000","21999.97","6915.54","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","40","6456","119","12","6000","24031","40400.21","Junin","4","UNIVERSITARIA"
"1","2","FAMILIAR","50","4021","115","12","12000","121543.4","57094.38","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","34","5101","56","12","2687.42","","1733.78","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","47","7551","","12","3500","1750.4","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","56","8831","","12","1800","770","0","Junin","0","TECNICA"
"1","8","FAMILIAR","44","4782","40","12","5579.12","17500","2025.81","Junin","0","UNIVERSITARIA"
"1","0","FAMILIAR","50","9743","79","12","5831.53","1491.27","379.67","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","31","6913","53","12","4800","743.02","1999.29","Lima","2","UNIVERSITARIA"
"1","0","PROPIA","49","13030","50","12","3387.45","5490.31","3500.1","Lima","0","TECNICA"
"1","0","FAMILIAR","55","16317","51","12","5250","12619.14","8437.59","Lima","0","UNIVERSITARIA"
"1","1","FAMILIAR","30","6304","49","12","1381.95","800","6642.76","Arequipa","0","TECNICA"
"1","0","PROPIA","29","4995","50","12","2100","34875","55402.85","Tacna","0","UNIVERSITARIA"
"1","0","PROPIA","32","5179","77","12","5479.02","19687.2","0","Lima","2","UNIVERSITARIA"
"1","0","FAMILIAR","39","4052","109","6","5900","32594.58","0","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","39","4052","109","6","5900","32594.58","0","Lima","1","UNIVERSITARIA"
"1","2","PROPIA","57","12209","","12","2900","3100","14052.35","Lima","0","TECNICA"
"1","0","PROPIA","60","4539","28","12","30000","","30979.59","Piura","0","UNIVERSITARIA"
"1","0","FAMILIAR","45","9409","61","12","6656","17454.96","6563.15","Tacna","3","UNIVERSITARIA"
"1","0","FAMILIAR","32","4325","20","12","6790","652.43","203.59","La Libertad","0","UNIVERSITARIA"
"1","0","PROPIA","56","7948","66","12","6205","30189","3223.94","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","65","18518","22","12","3057","","3245.18","Arequipa","0","TECNICA"
"1","0","FAMILIAR","36","4782","68","12","3500","3000","0","Lima","0","UNIVERSITARIA"
"1","1","PROPIA","47","8282","101","2","9250","5865","0","Arequipa","1","UNIVERSITARIA"
"1","0","PROPIA","36","4233","20","12","6900","29000","57094.38","Arequipa","0","UNIVERSITARIA"
"1","0","PROPIA","74","8922","104","12","13500","","0","Ancash","2","UNIVERSITARIA"
"1","1","FAMILIAR","53","7492","112","12","6200","70506.86","0","Lima","0","UNIVERSITARIA"
